file,file_prefix,zip_type,uid
SM-71ZVB.tar,SM-71ZVB,VIR,SM-71ZVB
SM-7B7LG.tar,SM-7B7LG,VIR,SM-7B7LG
SM-7CP2G.tar,SM-7CP2G,VIR,SM-7CP2G
SM-7GYIZ.tar,SM-7GYIZ,VIR,SM-7GYIZ
SM-7M36N.tar,SM-7M36N,VIR,SM-7M36N
SM-7RFY8.tar,SM-7RFY8,VIR,SM-7RFY8
SM-9WYEE.tar,SM-9WYEE,VIR,SM-9WYEE
MSM6J2JF_P.fastq.gz,MSM6J2JF_P,P,MSM6J2JF_P
MSM6J2JN.tar,MSM6J2JN,STD,MSM6J2JN
MSM6J2JP.tar,MSM6J2JP,STD,MSM6J2JP
MSM6J2JR.tar,MSM6J2JR,STD,MSM6J2JR
MSM6J2JT.tar,MSM6J2JT,STD,MSM6J2JT
MSM6J2LV.tar,MSM6J2LV,STD,MSM6J2LV
MSM6J2SE.tar,MSM6J2SE,STD,MSM6J2SE
MSM6J2SI.tar,MSM6J2SI,STD,MSM6J2SI
MSM6J2SK.tar,MSM6J2SK,STD,MSM6J2SK
MSM79HES.tar,MSM79HES,STD,MSM79HES
MSM79HEU.tar,MSM79HEU,STD,MSM79HEU
MSM79HEW.tar,MSM79HEW,STD,MSM79HEW
MSM79HEY.tar,MSM79HEY,STD,MSM79HEY
MSM79HB6.tar,MSM79HB6,STD,MSM79HB6
SM-6Y2UU.tar,SM-6Y2UU,VIR,SM-6Y2UU
SM-6ZEV4.tar,SM-6ZEV4,VIR,SM-6ZEV4
SM-72ZHH.tar,SM-72ZHH,VIR,SM-72ZHH
SM-7CP39.tar,SM-7CP39,VIR,SM-7CP39
SM-7ED9P.tar,SM-7ED9P,VIR,SM-7ED9P
SM-7K25J.tar,SM-7K25J,VIR,SM-7K25J
SM-9KONF.tar,SM-9KONF,VIR,SM-9KONF
SM-9QMNB.tar,SM-9QMNB,VIR,SM-9QMNB
SM-A312U.tar,SM-A312U,VIR,SM-A312U
MSM6J2JH_P.fastq.gz,MSM6J2JH_P,P,MSM6J2JH_P
MSM6J2JZ.tar,MSM6J2JZ,STD,MSM6J2JZ
MSM6J2K2.tar,MSM6J2K2,STD,MSM6J2K2
MSM6J2K4.tar,MSM6J2K4,STD,MSM6J2K4
MSM6J2K6.tar,MSM6J2K6,STD,MSM6J2K6
MSM6J2K8.tar,MSM6J2K8,STD,MSM6J2K8
MSM6J2KA.tar,MSM6J2KA,STD,MSM6J2KA
MSM6J2RK.tar,MSM6J2RK,STD,MSM6J2RK
MSM6J2RM.tar,MSM6J2RM,STD,MSM6J2RM
MSM6J2RO.tar,MSM6J2RO,STD,MSM6J2RO
MSM6J2RQ.tar,MSM6J2RQ,STD,MSM6J2RQ
MSM6J2RU.tar,MSM6J2RU,STD,MSM6J2RU
MSM6J2RS.tar,MSM6J2RS,STD,MSM6J2RS
MSM79H6D.tar,MSM79H6D,STD,MSM79H6D
MSM79H6F.tar,MSM79H6F,STD,MSM79H6F
MSM79H6J.tar,MSM79H6J,STD,MSM79H6J
MSM79H6H.tar,MSM79H6H,STD,MSM79H6H
MSM79H6L.tar,MSM79H6L,STD,MSM79H6L
MSM79H6N.tar,MSM79H6N,STD,MSM79H6N
MSM79H9Y.tar,MSM79H9Y,STD,MSM79H9Y
MSM79HA1.tar,MSM79HA1,STD,MSM79HA1
MSM79HA3.tar,MSM79HA3,STD,MSM79HA3
MSM79HA7.tar,MSM79HA7,STD,MSM79HA7
SM-6Y87K.tar,SM-6Y87K,VIR,SM-6Y87K
SM-6ZEUL.tar,SM-6ZEUL,VIR,SM-6ZEUL
SM-6ZT2P.tar,SM-6ZT2P,VIR,SM-6ZT2P
SM-7CRWR.tar,SM-7CRWR,VIR,SM-7CRWR
SM-7FY2O.tar,SM-7FY2O,VIR,SM-7FY2O
SM-7MCTO.tar,SM-7MCTO,VIR,SM-7MCTO
SM-9KOON.tar,SM-9KOON,VIR,SM-9KOON
SM-9SNJ5.tar,SM-9SNJ5,VIR,SM-9SNJ5
MSM6J2PO.tar,MSM6J2PO,STD,MSM6J2PO
MSM6J2PQ_P.fastq.gz,MSM6J2PQ_P,P,MSM6J2PQ_P
MSM6J2PS.tar,MSM6J2PS,STD,MSM6J2PS
MSM6J2PU.tar,MSM6J2PU,STD,MSM6J2PU
MSM6J2PW.tar,MSM6J2PW,STD,MSM6J2PW
MSM79HC4.tar,MSM79HC4,STD,MSM79HC4
MSM79HC8.tar,MSM79HC8,STD,MSM79HC8
MSM79H7O.tar,MSM79H7O,STD,MSM79H7O
MSM79H7Q.tar,MSM79H7Q,STD,MSM79H7Q
MSM79H7W.tar,MSM79H7W,STD,MSM79H7W
MSM79H7Y.tar,MSM79H7Y,STD,MSM79H7Y
MSM9VZNH.tar,MSM9VZNH,STD,MSM9VZNH
MSM9VZNH_TR.tar,MSM9VZNH_TR,TR,MSM9VZNH_TR
MSM9VZNL.tar,MSM9VZNL,STD,MSM9VZNL
SM-7GYI3.tar,SM-7GYI3,VIR,SM-7GYI3
SM-7K1UP.tar,SM-7K1UP,VIR,SM-7K1UP
SM-9JM8W.tar,SM-9JM8W,VIR,SM-9JM8W
SM-9OS61.tar,SM-9OS61,VIR,SM-9OS61
SM-9WJXI.tar,SM-9WJXI,VIR,SM-9WJXI
SM-9Y7CX.tar,SM-9Y7CX,VIR,SM-9Y7CX
SM-A5A1P.tar,SM-A5A1P,VIR,SM-A5A1P
SM-A8GSW.tar,SM-A8GSW,VIR,SM-A8GSW
SM-ADYKB.tar,SM-ADYKB,VIR,SM-ADYKB
MSM6J2Q1.tar,MSM6J2Q1,STD,MSM6J2Q1
MSM6J2LW.tar,MSM6J2LW,STD,MSM6J2LW
MSM6J2LY.tar,MSM6J2LY,STD,MSM6J2LY
MSM6J2M3_P.fastq.gz,MSM6J2M3_P,P,MSM6J2M3_P
MSM6J2M3.tar,MSM6J2M3,STD,MSM6J2M3
MSM79HBL.tar,MSM79HBL,STD,MSM79HBL
MSM79HFW.tar,MSM79HFW,STD,MSM79HFW
MSM79HFY.tar,MSM79HFY,STD,MSM79HFY
MSM79H6Y.tar,MSM79H6Y,STD,MSM79H6Y
MSM79HBB.tar,MSM79HBB,STD,MSM79HBB
SM-787I5.tar,SM-787I5,VIR,SM-787I5
SM-7GCHD.tar,SM-7GCHD,VIR,SM-7GCHD
SM-9P5G4.tar,SM-9P5G4,VIR,SM-9P5G4
SM-A375E.tar,SM-A375E,VIR,SM-A375E
MSM6J2RG_P.fastq.gz,MSM6J2RG_P,P,MSM6J2RG_P
MSM6J2N6_P.fastq.gz,MSM6J2N6_P,P,MSM6J2N6_P
MSM79H52_P.fastq.gz,MSM79H52_P,P,MSM79H52_P
MSM79H54.tar,MSM79H54,STD,MSM79H54
MSM79H58.tar,MSM79H58,STD,MSM79H58
MSM79H5A.tar,MSM79H5A,STD,MSM79H5A
MSM79H9A.tar,MSM79H9A,STD,MSM79H9A
MSM79H9C.tar,MSM79H9C,STD,MSM79H9C
MSM79H9G.tar,MSM79H9G,STD,MSM79H9G
MSM79H9K.tar,MSM79H9K,STD,MSM79H9K
MSM9VZF7.tar,MSM9VZF7,STD,MSM9VZF7
MSM9VZFF.tar,MSM9VZFF,STD,MSM9VZFF
MSM9VZFH.tar,MSM9VZFH,STD,MSM9VZFH
MSM9VZPT.tar,MSM9VZPT,STD,MSM9VZPT
SM-7K56L.tar,SM-7K56L,VIR,SM-7K56L
SM-9LB64.tar,SM-9LB64,VIR,SM-9LB64
SM-9W3B1.tar,SM-9W3B1,VIR,SM-9W3B1
SM-9WSQP.tar,SM-9WSQP,VIR,SM-9WSQP
SM-A9F6V.tar,SM-A9F6V,VIR,SM-A9F6V
MSM79H5E.tar,MSM79H5E,STD,MSM79H5E
MSM79H5G.tar,MSM79H5G,STD,MSM79H5G
MSM79H5K.tar,MSM79H5K,STD,MSM79H5K
MSM79H5M.tar,MSM79H5M,STD,MSM79H5M
MSM79H9M.tar,MSM79H9M,STD,MSM79H9M
MSM79H9Q.tar,MSM79H9Q,STD,MSM79H9Q
MSM79H9W.tar,MSM79H9W,STD,MSM79H9W
MSM9VZGO.tar,MSM9VZGO,STD,MSM9VZGO
MSM9VZGS.tar,MSM9VZGS,STD,MSM9VZGS
MSM9VZGU.tar,MSM9VZGU,STD,MSM9VZGU
MSM9VZLJ.tar,MSM9VZLJ,STD,MSM9VZLJ
MSM9VZHB.tar,MSM9VZHB,STD,MSM9VZHB
MSM9VZHF.tar,MSM9VZHF,STD,MSM9VZHF
SM-7I1GQ.tar,SM-7I1GQ,VIR,SM-7I1GQ
SM-7K25B.tar,SM-7K25B,VIR,SM-7K25B
SM-7MWXI.tar,SM-7MWXI,VIR,SM-7MWXI
SM-9MPH5.tar,SM-9MPH5,VIR,SM-9MPH5
SM-9RRZJ.tar,SM-9RRZJ,VIR,SM-9RRZJ
SM-9Y7DZ.tar,SM-9Y7DZ,VIR,SM-9Y7DZ
SM-A4UVS.tar,SM-A4UVS,VIR,SM-A4UVS
SM-AF6NC.tar,SM-AF6NC,VIR,SM-AF6NC
SM-AMR38.tar,SM-AMR38,VIR,SM-AMR38
SM-ARMDF.tar,SM-ARMDF,VIR,SM-ARMDF
MSM79HF1_P.fastq.gz,MSM79HF1_P,P,MSM79HF1_P
MSM79HF3.tar,MSM79HF3,STD,MSM79HF3
MSM79HF5.tar,MSM79HF5,STD,MSM79HF5
MSM79HF7.tar,MSM79HF7,STD,MSM79HF7
MSM79HF9.tar,MSM79HF9,STD,MSM79HF9
MSM79HF9_TR.tar,MSM79HF9_TR,TR,MSM79HF9_TR
MSM79HFB.tar,MSM79HFB,STD,MSM79HFB
MSM79HAJ.tar,MSM79HAJ,STD,MSM79HAJ
MSM79HAL.tar,MSM79HAL,STD,MSM79HAL
MSM79HAN.tar,MSM79HAN,STD,MSM79HAN
MSM79HAT.tar,MSM79HAT,STD,MSM79HAT
MSM79HAR.tar,MSM79HAR,STD,MSM79HAR
MSM9VZLL.tar,MSM9VZLL,STD,MSM9VZLL
MSM9VZLN.tar,MSM9VZLN,STD,MSM9VZLN
MSM9VZLP.tar,MSM9VZLP,STD,MSM9VZLP
MSM9VZLR.tar,MSM9VZLR,STD,MSM9VZLR
MSM9VZLV.tar,MSM9VZLV,STD,MSM9VZLV
MSM9VZLT.tar,MSM9VZLT,STD,MSM9VZLT
MSMA26ER.tar,MSMA26ER,STD,MSMA26ER
MSMA26ET.tar,MSMA26ET,STD,MSMA26ET
MSMA26EZ.tar,MSMA26EZ,STD,MSMA26EZ
MSMA2688.tar,MSMA2688,STD,MSMA2688
SM-7RYA9.tar,SM-7RYA9,VIR,SM-7RYA9
SM-9LISD.tar,SM-9LISD,VIR,SM-9LISD
SM-9PJ15.tar,SM-9PJ15,VIR,SM-9PJ15
SM-9SNKK.tar,SM-9SNKK,VIR,SM-9SNKK
SM-A9F5L.tar,SM-A9F5L,VIR,SM-A9F5L
SM-A9VSD.tar,SM-A9VSD,VIR,SM-A9VSD
SM-AGUN4.tar,SM-AGUN4,VIR,SM-AGUN4
SM-AKTZ4.tar,SM-AKTZ4,VIR,SM-AKTZ4
SM-AW573.tar,SM-AW573,VIR,SM-AW573
MSM79H9U_P.fastq.gz,MSM79H9U_P,P,MSM79H9U_P
MSM79HBX_P.fastq.gz,MSM79HBX_P,P,MSM79HBX_P
MSM79HDK.tar,MSM79HDK,STD,MSM79HDK
MSM79HDM.tar,MSM79HDM,STD,MSM79HDM
MSM79HDO.tar,MSM79HDO,STD,MSM79HDO
MSM79HDQ.tar,MSM79HDQ,STD,MSM79HDQ
MSM79HDQ_TR.tar,MSM79HDQ_TR,TR,MSM79HDQ_TR
MSM79HDS.tar,MSM79HDS,STD,MSM79HDS
MSM79HDU.tar,MSM79HDU,STD,MSM79HDU
MSM79H98.tar,MSM79H98,STD,MSM79H98
MSM9VZEK.tar,MSM9VZEK,STD,MSM9VZEK
MSM9VZEK_TR.tar,MSM9VZEK_TR,TR,MSM9VZEK_TR
MSM9VZEM.tar,MSM9VZEM,STD,MSM9VZEM
MSM9VZEO.tar,MSM9VZEO,STD,MSM9VZEO
MSM9VZEQ.tar,MSM9VZEQ,STD,MSM9VZEQ
MSM9VZES.tar,MSM9VZES,STD,MSM9VZES
MSM7J16J.tar,MSM7J16J,STD,MSM7J16J
MSM7J16L.tar,MSM7J16L,STD,MSM7J16L
MSM7J16N.tar,MSM7J16N,STD,MSM7J16N
MSM7J16P.tar,MSM7J16P,STD,MSM7J16P
MSM7J16R.tar,MSM7J16R,STD,MSM7J16R
MSM9VZJB.tar,MSM9VZJB,STD,MSM9VZJB
MSMA26AL.tar,MSMA26AL,STD,MSMA26AL
MSMA26AN.tar,MSMA26AN,STD,MSMA26AN
MSMA26AP.tar,MSMA26AP,STD,MSMA26AP
MSMA26AR.tar,MSMA26AR,STD,MSMA26AR
MSMA26AT.tar,MSMA26AT,STD,MSMA26AT
SM-9RTUY.tar,SM-9RTUY,VIR,SM-9RTUY
SM-A12KK.tar,SM-A12KK,VIR,SM-A12KK
SM-AADKV.tar,SM-AADKV,VIR,SM-AADKV
SM-AEB6F.tar,SM-AEB6F,VIR,SM-AEB6F
SM-AOMTB.tar,SM-AOMTB,VIR,SM-AOMTB
MSM79HBZ.tar,MSM79HBZ,STD,MSM79HBZ
MSM79HD8_P.fastq.gz,MSM79HD8_P,P,MSM79HD8_P
MSM79HDA.tar,MSM79HDA,STD,MSM79HDA
MSM79HDC.tar,MSM79HDC,STD,MSM79HDC
MSM79HDE.tar,MSM79HDE,STD,MSM79HDE
MSM79HDG.tar,MSM79HDG,STD,MSM79HDG
MSM79HDG_TR.tar,MSM79HDG_TR,TR,MSM79HDG_TR
MSM79HDI.tar,MSM79HDI,STD,MSM79HDI
MSM9VZEU.tar,MSM9VZEU,STD,MSM9VZEU
MSM9VZEW.tar,MSM9VZEW,STD,MSM9VZEW
MSM9VZEY.tar,MSM9VZEY,STD,MSM9VZEY
MSM9VZF1.tar,MSM9VZF1,STD,MSM9VZF1
MSM9VZF3.tar,MSM9VZF3,STD,MSM9VZF3
MSM9VZF5.tar,MSM9VZF5,STD,MSM9VZF5
MSM9VZOY.tar,MSM9VZOY,STD,MSM9VZOY
MSM9VZOU.tar,MSM9VZOU,STD,MSM9VZOU
MSM9VZOW.tar,MSM9VZOW,STD,MSM9VZOW
MSM9VZOS.tar,MSM9VZOS,STD,MSM9VZOS
MSM9VZP1.tar,MSM9VZP1,STD,MSM9VZP1
MSM9VZP3.tar,MSM9VZP3,STD,MSM9VZP3
MSMA26EH.tar,MSMA26EH,STD,MSMA26EH
MSMA26EJ.tar,MSMA26EJ,STD,MSMA26EJ
MSMA26EL.tar,MSMA26EL,STD,MSMA26EL
MSMA26EN.tar,MSMA26EN,STD,MSMA26EN
MSMA26EP.tar,MSMA26EP,STD,MSMA26EP
SM-9NBEM.tar,SM-9NBEM,VIR,SM-9NBEM
SM-9QMOE.tar,SM-9QMOE,VIR,SM-9QMOE
SM-9SIJC.tar,SM-9SIJC,VIR,SM-9SIJC
SM-9VW91.tar,SM-9VW91,VIR,SM-9VW91
SM-9XG8C.tar,SM-9XG8C,VIR,SM-9XG8C
SM-9ZA1F.tar,SM-9ZA1F,VIR,SM-9ZA1F
SM-A1ZVI.tar,SM-A1ZVI,VIR,SM-A1ZVI
SM-A4GB5.tar,SM-A4GB5,VIR,SM-A4GB5
SM-A77UP.tar,SM-A77UP,VIR,SM-A77UP
SM-A9F63.tar,SM-A9F63,VIR,SM-A9F63
SM-AF6MN.tar,SM-AF6MN,VIR,SM-AF6MN
SM-AGUNF.tar,SM-AGUNF,VIR,SM-AGUNF
SM-AIG6M.tar,SM-AIG6M,VIR,SM-AIG6M
SM-AKTYV.tar,SM-AKTYV,VIR,SM-AKTYV
SM-AN8MO.tar,SM-AN8MO,VIR,SM-AN8MO
SM-APDY6.tar,SM-APDY6,VIR,SM-APDY6
SM-ARMBH.tar,SM-ARMBH,VIR,SM-ARMBH
SM-AVACV.tar,SM-AVACV,VIR,SM-AVACV
SM-AXQRB.tar,SM-AXQRB,VIR,SM-AXQRB
MSM79HD6_P.fastq.gz,MSM79HD6_P,P,MSM79HD6_P
MSM79H7C.tar,MSM79H7C,STD,MSM79H7C
MSM79H7E.tar,MSM79H7E,STD,MSM79H7E
MSM79H7M.tar,MSM79H7M,STD,MSM79H7M
MSM79H7G.tar,MSM79H7G,STD,MSM79H7G
MSMA26AX.tar,MSMA26AX,STD,MSMA26AX
MSMA26AZ.tar,MSMA26AZ,STD,MSMA26AZ
MSMA26AZ_TR.tar,MSMA26AZ_TR,TR,MSMA26AZ_TR
MSMA26AV.tar,MSMA26AV,STD,MSMA26AV
MSMB4LZ4.tar,MSMB4LZ4,STD,MSMB4LZ4
SM-9VWCC.tar,SM-9VWCC,VIR,SM-9VWCC
SM-9X47T.tar,SM-9X47T,VIR,SM-9X47T
SM-AAHYC.tar,SM-AAHYC,VIR,SM-AAHYC
SM-AUNQ4.tar,SM-AUNQ4,VIR,SM-AUNQ4
SM-AYIRK.tar,SM-AYIRK,VIR,SM-AYIRK
SM-CMUKM.tar,SM-CMUKM,VIR,SM-CMUKM
MSM79HCG.tar,MSM79HCG,STD,MSM79HCG
MSM79HCI.tar,MSM79HCI,STD,MSM79HCI
MSM79HCK.tar,MSM79HCK,STD,MSM79HCK
MSM79HCN_P.fastq.gz,MSM79HCN_P,P,MSM79HCN_P
MSM79HCP.tar,MSM79HCP,STD,MSM79HCP
MSM79HCR.tar,MSM79HCR,STD,MSM79HCR
MSM79H81.tar,MSM79H81,STD,MSM79H81
MSM79H83.tar,MSM79H83,STD,MSM79H83
MSM79H85.tar,MSM79H85,STD,MSM79H85
MSM79H87.tar,MSM79H87,STD,MSM79H87
MSM79H89.tar,MSM79H89,STD,MSM79H89
MSM79H8B.tar,MSM79H8B,STD,MSM79H8B
MSM9VZOG.tar,MSM9VZOG,STD,MSM9VZOG
MSM9VZOI.tar,MSM9VZOI,STD,MSM9VZOI
MSM9VZOK.tar,MSM9VZOK,STD,MSM9VZOK
MSM9VZOM.tar,MSM9VZOM,STD,MSM9VZOM
MSM9VZOO.tar,MSM9VZOO,STD,MSM9VZOO
MSM9VZOQ.tar,MSM9VZOQ,STD,MSM9VZOQ
MSM9VZHJ.tar,MSM9VZHJ,STD,MSM9VZHJ
MSM9VZHL.tar,MSM9VZHL,STD,MSM9VZHL
MSM9VZHN.tar,MSM9VZHN,STD,MSM9VZHN
MSM9VZHP.tar,MSM9VZHP,STD,MSM9VZHP
MSM9VZHR.tar,MSM9VZHR,STD,MSM9VZHR
MSM9VZHT.tar,MSM9VZHT,STD,MSM9VZHT
SM-9N78Z.tar,SM-9N78Z,VIR,SM-9N78Z
SM-9RRZ6.tar,SM-9RRZ6,VIR,SM-9RRZ6
SM-9U25W.tar,SM-9U25W,VIR,SM-9U25W
SM-9WO1B.tar,SM-9WO1B,VIR,SM-9WO1B
SM-9Y491.tar,SM-9Y491,VIR,SM-9Y491
SM-A373I.tar,SM-A373I,VIR,SM-A373I
SM-ACTMW.tar,SM-ACTMW,VIR,SM-ACTMW
SM-AFSHO.tar,SM-AFSHO,VIR,SM-AFSHO
SM-ALM8R.tar,SM-ALM8R,VIR,SM-ALM8R
SM-ANJ7Y.tar,SM-ANJ7Y,VIR,SM-ANJ7Y
SM-ARHO4.tar,SM-ARHO4,VIR,SM-ARHO4
SM-AWQJ7.tar,SM-AWQJ7,VIR,SM-AWQJ7
MSM79H8D.tar,MSM79H8D,STD,MSM79H8D
MSM79H8F.tar,MSM79H8F,STD,MSM79H8F
MSM79H8H.tar,MSM79H8H,STD,MSM79H8H
MSM79H8J_P.fastq.gz,MSM79H8J_P,P,MSM79H8J_P
MSM79H8L.tar,MSM79H8L,STD,MSM79H8L
MSM79H8N.tar,MSM79H8N,STD,MSM79H8N
MSM9VZJZ.tar,MSM9VZJZ,STD,MSM9VZJZ
MSM9VZGW.tar,MSM9VZGW,STD,MSM9VZGW
MSM9VZGY.tar,MSM9VZGY,STD,MSM9VZGY
MSM9VZH7.tar,MSM9VZH7,STD,MSM9VZH7
MSMAPC7J.tar,MSMAPC7J,STD,MSMAPC7J
SM-9ZJI9.tar,SM-9ZJI9,VIR,SM-9ZJI9
SM-A9F61.tar,SM-A9F61,VIR,SM-A9F61
SM-AI38I.tar,SM-AI38I,VIR,SM-AI38I
SM-B5F8Z.tar,SM-B5F8Z,VIR,SM-B5F8Z
MSM79H94_P.fastq.gz,MSM79H94_P,P,MSM79H94_P
MSM9VZMA.tar,MSM9VZMA,STD,MSM9VZMA
MSM9VZMA_TR.tar,MSM9VZMA_TR,TR,MSM9VZMA_TR
MSM9VZME.tar,MSM9VZME,STD,MSM9VZME
MSM9VZMC.tar,MSM9VZMC,STD,MSM9VZMC
MSM9VZMI.tar,MSM9VZMI,STD,MSM9VZMI
MSM9VZHX.tar,MSM9VZHX,STD,MSM9VZHX
MSM9VZHZ.tar,MSM9VZHZ,STD,MSM9VZHZ
MSM9VZI2.tar,MSM9VZI2,STD,MSM9VZI2
MSM9VZI6.tar,MSM9VZI6,STD,MSM9VZI6
MSMAPC7P.tar,MSMAPC7P,STD,MSMAPC7P
MSMAPC7R.tar,MSMAPC7R,STD,MSMAPC7R
MSMAPC7T.tar,MSMAPC7T,STD,MSMAPC7T
MSMB4LZC.tar,MSMB4LZC,STD,MSMB4LZC
SM-A8GSK.tar,SM-A8GSK,VIR,SM-A8GSK
SM-AK8KQ.tar,SM-AK8KQ,VIR,SM-AK8KQ
SM-AQJXU.tar,SM-AQJXU,VIR,SM-AQJXU
SM-AU2MI.tar,SM-AU2MI,VIR,SM-AU2MI
SM-AYMHU.tar,SM-AYMHU,VIR,SM-AYMHU
SM-BYB94.tar,SM-BYB94,VIR,SM-BYB94
SM-BZ5M7.tar,SM-BZ5M7,VIR,SM-BZ5M7
SM-CNW2F.tar,SM-CNW2F,VIR,SM-CNW2F
MSM9VZFJ_P.fastq.gz,MSM9VZFJ_P,P,MSM9VZFJ_P
MSM9VZFL.tar,MSM9VZFL,STD,MSM9VZFL
MSM9VZFN.tar,MSM9VZFN,STD,MSM9VZFN
MSM9VZFR.tar,MSM9VZFR,STD,MSM9VZFR
MSM9VZFT.tar,MSM9VZFT,STD,MSM9VZFT
MSM9VZKC.tar,MSM9VZKC,STD,MSM9VZKC
MSM9VZKE.tar,MSM9VZKE,STD,MSM9VZKE
MSM9VZKI.tar,MSM9VZKI,STD,MSM9VZKI
MSMA26BN.tar,MSMA26BN,STD,MSMA26BN
MSMA26BR.tar,MSMA26BR,STD,MSMA26BR
MSMA26BT.tar,MSMA26BT,STD,MSMA26BT
MSMA26BV.tar,MSMA26BV,STD,MSMA26BV
MSMA26BX.tar,MSMA26BX,STD,MSMA26BX
MSMB4LZ8.tar,MSMB4LZ8,STD,MSMB4LZ8
SM-A1ZV6.tar,SM-A1ZV6,VIR,SM-A1ZV6
SM-A9F52.tar,SM-A9F52,VIR,SM-A9F52
SM-AIG6I.tar,SM-AIG6I,VIR,SM-AIG6I
SM-AKTYG.tar,SM-AKTYG,VIR,SM-AKTYG
SM-APDX2.tar,SM-APDX2,VIR,SM-APDX2
SM-AXTT2.tar,SM-AXTT2,VIR,SM-AXTT2
SM-B5F98.tar,SM-B5F98,VIR,SM-B5F98
SM-CP6EN.tar,SM-CP6EN,VIR,SM-CP6EN
MSM9VZN4_P.fastq.gz,MSM9VZN4_P,P,MSM9VZN4_P
MSM9VZLX_P.fastq.gz,MSM9VZLX_P,P,MSM9VZLX_P
MSM9VZLZ.tar,MSM9VZLZ,STD,MSM9VZLZ
MSM9VZNR.tar,MSM9VZNR,STD,MSM9VZNR
MSM9VZNX.tar,MSM9VZNX,STD,MSM9VZNX
MSM9VZNZ.tar,MSM9VZNZ,STD,MSM9VZNZ
MSM9VZO2.tar,MSM9VZO2,STD,MSM9VZO2
MSM9VZIM.tar,MSM9VZIM,STD,MSM9VZIM
MSM9VZIO.tar,MSM9VZIO,STD,MSM9VZIO
MSM9VZIQ.tar,MSM9VZIQ,STD,MSM9VZIQ
MSM9VZIS.tar,MSM9VZIS,STD,MSM9VZIS
MSM9VZIU.tar,MSM9VZIU,STD,MSM9VZIU
MSM9VZIW.tar,MSM9VZIW,STD,MSM9VZIW
MSMAPC55.tar,MSMAPC55,STD,MSMAPC55
MSMAPC57.tar,MSMAPC57,STD,MSMAPC57
MSMAPC59.tar,MSMAPC59,STD,MSMAPC59
MSMAPC5B.tar,MSMAPC5B,STD,MSMAPC5B
MSMAPC5D.tar,MSMAPC5D,STD,MSMAPC5D
MSMB4LZP.tar,MSMB4LZP,STD,MSMB4LZP
MSMB4LZR.tar,MSMB4LZR,STD,MSMB4LZR
SM-AFSI1.tar,SM-AFSI1,VIR,SM-AFSI1
SM-AN5G2.tar,SM-AN5G2,VIR,SM-AN5G2
SM-ARMC1.tar,SM-ARMC1,VIR,SM-ARMC1
SM-BZNKE.tar,SM-BZNKE,VIR,SM-BZNKE
SM-CKJ6U.tar,SM-CKJ6U,VIR,SM-CKJ6U
SM-COSYA.tar,SM-COSYA,VIR,SM-COSYA
MSM9VZMM.tar,MSM9VZMM,STD,MSM9VZMM
MSM9VZMO.tar,MSM9VZMO,STD,MSM9VZMO
MSM9VZMS.tar,MSM9VZMS,STD,MSM9VZMS
MSM9VZMU.tar,MSM9VZMU,STD,MSM9VZMU
MSM9VZMW.tar,MSM9VZMW,STD,MSM9VZMW
MSM9VZL7.tar,MSM9VZL7,STD,MSM9VZL7
MSM9VZL9.tar,MSM9VZL9,STD,MSM9VZL9
MSM9VZLB.tar,MSM9VZLB,STD,MSM9VZLB
MSM9VZLD.tar,MSM9VZLD,STD,MSM9VZLD
MSM9VZLF.tar,MSM9VZLF,STD,MSM9VZLF
MSM9VZLH.tar,MSM9VZLH,STD,MSM9VZLH
MSMA26BB.tar,MSMA26BB,STD,MSMA26BB
MSMA26BD.tar,MSMA26BD,STD,MSMA26BD
MSMA26BF.tar,MSMA26BF,STD,MSMA26BF
